participant_id;age;int_partner_join;auc;video_quality_mean;video_quality_sd;n
2;8;1;0,736035150536502;0,605730597312704;0,0493548242583002;1228
2;8;2;0,806111109258378;0,571662393934288;0,0453839665428203;1187
3;4;2;0,781256140163287;0,640792983159541;0,0328845198198337;1918
4;4;1;0,753938800660596;0,579485731413613;0,0478295177923190;1528
4;8;1;0,834225048213706;0,558088970422535;0,0506742340617154;1136
4;8;2;0,604753683241252;0,576193336193029;0,0553695389990072;1119
5;4;0;0,696131951468170;0,623582638198589;0,0132836419458720;1843
5;4;1;0,674354822306231;0,622478801910480;0,0136672959698606;1832
5;8;1;0,548029235848929;0,568508447074954;0,0551007022079118;1094
5;8;2;0,680783325175099;0,623326105576441;0,0548695074367605;1596
6;4;0;0,785573359905038;0,558490325667351;0,0343747237797540;974
6;4;1;0,787070916826211;0,596467105568446;0,0431144001920825;1724
6;8;0;0,697699075714481;0,561085681862270;0,0426597871060368;1031
7;4;0;0,699556093300473;0,614507457510730;0,0375590701892510;1631
7;8;1;0,749123880417288;0,675882890800000;0,0668628625050994;1000
8;4;0;0,704193602157436;0,629824918709328;0,0293388287164967;1844
8;4;1;0,674270380406927;0,651113363322368;0,0368157201459417;1824
8;4;2;0,754701464759881;0,587944932648649;0,0342061085890145;1850
8;8;0;0,670833457614767;0,616879623379461;0,0524064187091366;1373
8;8;2;0,683725103619482;0,588735837564767;0,0539094117314988;1158
9;4;0;0,643263677729445;0,612876746438746;0,0417461532891862;1755
9;4;1;0,514744419107274;0,622539961659600;0,0335776607369227;1651
9;4;2;0,837521256153712;0,615005939689441;0,0318628706876734;1610
9;8;0;0,693294088694228;0,581975112704650;0,0490721978562149;1527
9;8;1;0,710872225439025;0,563528888870246;0,0379368134306652;1788
9;8;2;0,640881593567020;0,567717193805919;0,0367748338917355;1453
11;4;0;0,538892347822195;0,618838056804408;0,0176234689193857;1815
11;4;1;0,821560802103637;0,594709996661007;0,0262862583335134;1767
11;4;2;0,674177853659212;0,594038662195122;0,0405785357151997;1804
11;8;0;0,601137632748917;0,595869184331337;0,0402501383707043;1002
13;4;2;0,805871688314734;0,611131571643454;0,0245652307993414;1795
13;8;0;0,594149039410114;0,634053223629630;0,0638245658525643;1350
13;8;1;0,814540062938756;0,639005382159265;0,0439029799321558;1306
13;8;2;0,744778748337467;0,649713724338624;0,0340577670536966;378
14;8;0;0,715268759319074;0,638278811380323;0,0502907741295195;1362
14;8;1;0,708451816107191;0,632925090541781;0,0461070152573635;1089
15;4;0;0,516497551182874;0,646426788592233;0,0728102140791969;1648
15;4;1;0,793813699959150;0,593427200565682;0,0399187033686916;1591
15;8;0;0,750276224411274;0,607889330782459;0,0512766848740198;1163
15;8;1;0,748506251506307;0,569228070819884;0,0491873090805250;1549
16;4;0;0,690945286183035;0,650045334498141;0,0623229358443540;1345
16;4;1;0,736651061289298;0,642682551069983;0,0650473629255925;1729
17;4;0;0,815229256318097;0,575574288645091;0,0168226393572472;1823
17;8;2;0,861077582251586;0,579869591904762;0,0249778228500641;1470
19;4;0;0,645998533095307;0,557135848398329;0,0442930223596130;1436
19;4;1;0,678334873608505;0,630480386287832;0,0637316174148710;1619
19;8;0;0,835747652711857;0,623108061042945;0,0531943273194930;1304
19;8;1;0,842994321146871;0,583467814207650;0,0420840567948430;915
19;8;2;0,805807027565619;0,550966725000000;0,0487105730452987;1336
20;4;0;0,756592430158110;0,707259999019608;0,0433164854582932;1734
20;4;1;0,859463321845592;0,695638401779096;0,0602524614930571;1349
20;8;2;0,613987218191021;0,638854138657407;0,0519289705130564;1728
